actID,Title,StartYear,EndYear,Funding_Entity,Reference,Type,Keywords,objective,projectID
act544724,"WP22-BOP: Heat transfer, balance-of-plant and site",2019.0,2020.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-633053,European Research Project,,"A Roadmap to the realization of fusion energy was adopted by the EFDA system at the end of 2012. The roadmap aims at achieving all the necessary know-how to start the construction of a demonstration power plant (DEMO) by 2030, in order to reach the goal of fusion electricity in the grid by 2050. The roadmap has been articulated in eight different Missions. The present proposal has the goal of implementing the activities described in the Roadmap during Horizon 2020 through a joint programme of the members of the EUROfusion Consortium. ITER is the key facility in the roadmap. Thus, ITER success remains the most important overarching objective of the programme and, in the present proposal the vast majority of resources in Horizon 2020 are devoted to ensure that ITER is built within scope, time and budget; its operation is properly prepared; and a new generation of scientists and engineers is properly educated (at undergraduate and PhD level) and trained (at postdoctoral level) for its exploitation. DEMO is the only step between ITER and a commercial fusion power plant. To achieve the goal of fusion electricity demonstration by 2050, DEMO construction has to begin in the early 2030s at the latest, to allow the start of operation in the early 2040s. DEMO cannot be defined and designed by research laboratories alone, but requires the full involvement of industry in all technological and systems aspects of the design. Specific provisions for the involvement of industry in the Consortium activities are envisaged.",633053
act559665,KAIROS - unlocKing the potential of AI-based weatheR forecasts for Operational benefitS,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-101114701,European Research Project,['artificial intelligence;digitalisation;weather forecast;airspace capacity'],"KAIROS will improve the quality of meteorological information provided to the aviation community through the use of artificial intelligence. By producing accurate digital weather forecasts at longer lead times, aviation stakeholders will be bettered position to mitigate the impacts of weather on their operations. KAIROS will mature the TRL of results from previous SESAR Exploratory Research projects, with the goal of reaching TRL 7 through the completion of operational demonstrations. The project will integrate live weather information from AI forecasts with existing decision support tools and platforms to assess the operational benefits to several end-users. The KAIROS solution will enable a paradigm shift in the management of demand capacity balancing at all levels of the European airspace system including network level, local FMP, and UAM. KAIROS AI-based weather forecasts are intended to be an enabling technology that will unlock operational efficiencies and the automation of planning activities within the airspace system. By providing accurate weather forecasts earlier in the air traffic flow management process, aviation stakeholders including ANSPs, airports, and airlines will be able to formulate strategies to minimize the disruption to their operations.",101114701
act544366,CARMEN: Carrier Grade Mesh Networks,2008.0,2010.0,COMISION EUROPEA DIRECTORATE-GENERAL INFORMATION SOCIETY,FP7-ICT-214994,European Research Project,['wireless mesh networks; multipath routing; triple-play; carrier grade; access networks; all-ip'],"CARMEN, CARrier grade MEsh Networks, will study and specify a wireless mesh network supporting carrier grade triple-play services for mobile/fixed network operators. Future operator networks will be comprised of a common core network and several access networks, and the CARMEN access network will complement other access technologies by providing a low cost and fast deployment mesh network access technology. The project proposes the integration of heterogeneous wireless technologies in a multi-hop fashion to provide scalable and efficient ubiquitous quad-play carrier services.<br/><br/>To address the integration complexity of heterogeneous radio technologies, CARMEN introduces a layer 2.5 located between the subnet layer and the routing layer, in order to abstract technology specific issues into a common set of events and commands. Upper layers will use the abstract interface of layer 2.5 to dynamically adapt functions such as routing, mobility and monitoring. One relevant issue is that CARMEN will provide capacity handling algorithms to exploit specific features of the mesh networks such as the availability of multiple links between two peers (i.e. multipath) or the use of radio broadcast instead of unicast to alleviate the load of broadcast services (e.g. video) in the mesh network. CARMEN will focus on three planes: technology, message transfer, and self-configuration and management, to provide a complete solution for setting up and maintaining a cost-effective carrier grade wireless mesh access network.<br/><br/>Soundness of the obtained results is guaranteed by the strong operator involvement, and by performing a use-case implementation. The experience of the consortium guarantees that the developed solutions will produce significant advance with respect to the current state of the art, which will be reflected in IPR creation, proposals of standards (with focus on IETF and IEEE), and dissemination of the results in high impact conferences and journals.",214994
act538511,SIMIC: Silicon Microphone,2013.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,PIAPP-GA-2013-610484,European Research Project,['audio; microphone; silicon; mems; asic; mixed signal; low power; semiconductor industry; high performance/low noise; high pressure; heterogeneous integration; multi technology; system in package'],"MEMS (Micro-Electrical-Mechanical System) based microphones, so called “silicon microphones” - are relevant in many applications as their manufacturability is better compared to electret condenser mics (ECM). Often MEMS mics hold embedded ADCs (Analog-to-Digital Converter) on the same CMOS chip. Those “digital output mics” perfectly fit into innovative digital products e.g. smart phones. Extremely small form factors and better performance in dynamic range and high sound pressure levels (voice recognition&command, music recording) are highly requested.The project aims to develop revolutionary components for Silicon based microphones (SiMic) to satisfy challenging requirements of multiple marketplaces. On a European level innovations from academia will be directly transferred into marketable products for a global market, supporting the top level research and jobs in European semiconductor industry.UC3M is well known for its highly innovative concepts and forefront research. Quality of those concepts strongly depends on features of the technologies needed for system integration, competitiveness of academia is connected to the access to latest manufacturing technologies. SiMic collaboration approach guarantees, that UC3M system and circuitry concepts will be leading edge within the EU.IFAT is the second largest supplier of SiMiCs using ASIC designs, similar to those used with ECM. From customer feedback IFAT anticipates the need for advanced electronics and sensors with focus on developing new ASICs for novel read-out topologies for existing and new MEMS sensors.IFAT envisions possible techniques to cope with the challenges but it is extremely difficult to find the researchers (and a budget) to cover the risks related to unproven concepts. Therefore the requested funding will be used for target oriented innovation with room for creative concepts thus enabling new products for a growing market and investment in more resources at the research institute.",610484
act546888,"RIVERS: Water/human rights beyond the human?. Indigenous water ontologies, plurilegal encounters and interlegal translation",2019.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-804003,European Research Project,['human rights; legal anthropology; human right to water; indigenous peoples; legal pluralism; extractivism; natural resources; ontological turn; decolonial theories'],"RIVERS’s main challenge is to produce ground-breaking knowledge, from an empirical, interdisciplinary and dialoguing perspective, about the contentions and challenges intrinsic to reconceptualising human rights with different ways of understanding and relating to water. Worldwide, indigenous peoples are mobilising against the neoliberalisation of nature, demonstrating radically different ways of knowing, being and living. At the same time, in 2010 the UN acknowledged water as a human right, while in 2017 New Zealand, India and Colombia established ground-breaking legal precedents by granting rivers human rights. RIVERS’s overarching research question is: To what extent can international human rights law come to grips with plurilegal water realities? This project engages with one of the most pressing questions of this century: the relationship between humans and nature. RIVERS tackles two intertwined core objectives: 1) analysing different ways of knowing and relating to water and life among indigenous peoples and their understanding of its (potential) violation by extractive projects; 2) discussing the contributions, challenges and pitfalls of interlegal translation of differing water natures in plurilegal encounters at domestic and international levels. RIVERS will develop a multi-sited analysis and empirical case-studies in three contexts: Colombia, Nepal and the UN human rights protection system. Through the lens of legal pluralism, this will foreground competing political and legal water realities that interrogate dominant understandings of the modern world. RIVERS will address two interrelated research challenges: 1) indigenous visions/practices: beyond water as a natural resource and human right; 2) the UN human rights system: towards counter-hegemonic water knowledge production. This project will pioneer new ways of thinking about water beyond the modern divides of nature/culture, providing clues about future paths towards reconceptualising human rights.",804003
act557093,INDIGO: Integration and Digital Demonstration of Low-emission Aircraft Technologies and Airport Operations,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA - 101096055,European Research Project,,"Achieving the goals of climate neutrality by reducing the impact of aviation is a task that requires a carefully drafted roadmap for the development of disruptive technologies and concepts of operations. With particular attention to the emissions of pollutants and noise in airport local airport areas, a synergetic approach is needed that combines together interventions on the aircraft side and on the airport side. This calls for coordinated efforts in developing technologies that not only provide benefits during cruise conditions but also are capable of improving the local air quality and noise in airport areas where the impact of pollutants and annoyance to local communities has been demonstrated to be quite large in terms of morbidity and mortality. INDIGO is a collaborative project between academia, research centres and airports that aims at identifying the margins of improvement in airport local air quality and noise resulting from the introduction of a new non-conventional mid-range aircraft featuring distributed propulsion based on hybrid electric/sustainable and conventional fuel powertrain and large aspect-ratio wings capable to fly quietly and in zero-to-low-emission mode (i.e. electric and SAF) at low altitudes near airports and resort to conventional aviation fuel only when required, e.g. at higher altitudes or to recharge batteries during cruise. INDIGO will explore a new paradigm for the next-generation of silent and clean mid-range aircraft and for the way such a new aircraft will allow transforming the operations “at and near” airports. It will introduce improved methods for the analysis of future aviation environmental impact that, under the filter of uncertainty, will be able to account for non-conventional aircraft performance and future airport scenarios.",101096055
act544393,"INDECT - ""Intelligent Information System Supporting Observation, Searching and Detection for Security of Citizens in urban Environment""",2009.0,2014.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-SEC-218086,European Research Project,['observation; searching; detection;security; information system;urban environment'],"The main objectives of the INDECT project are: • to develop a platform for: the registration and exchange of operational data, acquisition of multimedia content, intelligent processing of all information and automatic detection of threats and recognition of abnormal behaviour or violence, • to develop the prototype of an integrated, network-centric system supporting the operational activities of police officers, providing techniques and tools for observation of various mobile objects, • to develop a new type of search engine combining direct search of images and video based on watermarked contents, and the storage of metadata in the form of digital watermarks, • to develop a set of techniques supporting surveillance of internet resources, analysis of the acquired information, and detection of criminal activities and threats. The main expected results of the INDECT project are: • piloting installation of the monitoring and surveillance system in various points of city agglomeration and demonstration of the prototype of the system with 15 node stations, • implementation of a distributed computer system that is capable of acquisition, storage and effective sharing on demand of the data as well as intelligent processing, • construction of a family of prototypes of devices used for mobile object tracking, • construction of a search engine for fast detection of persons and documents based on watermarking technology and utilising comprehensive research on watermarking technology used for semantic search, • construction of agents assigned to continuous and automatic monitoring of public resources such as: web sites, discussion forums, usenet groups, file servers, p2p networks as well as individual computer systems, • building an Internet based intelligence gathering system, both active and passive, and demonstrating its efficiency in a measurable way.",218086
act538520,QUANTIFY: Unraveling the role of anisotropy in material failure,2018.0,2023.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,777896,European Research Project,['solid mechanics; lightweight alloys; mechanical anisotropy; mechanical failure; modelling'],"The overall objective of the QUANTIFY action is to form an international network of 8 organisations, working on a joint research programme in the field of Solid Mechanics. The 8 organisations (4 European beneficiaries and 4 US partner organisations) will exchange and share skills and knowledge with the view to understand and model the effect of anisotropy in the dynamic mechanical failure of lightweight metallic materials used in the transportation and civilian-security industries. Breakthroughs in this field will allow lightweight metals fabricated with microstructure optimization techniques and additive manufacturing to replace steel and heavy alloys in manufacturing high structural responsibility components for automobiles, ships, aircrafts and civil infrastructures, all sectors of crucial importance for the European economy and society. The staff members who participate in the project will be exposed to new research environments and develop new skills, thus contributing to their increased employability and supporting research in Europe. The 8 organisations will further strengthen their knowledge base, and (further) develop lasting collaborations.",777896
act545075,PURPOSE: Opening a new route in solid mechanics: Printed Protective Structures (ERC Starting Grant 2017),2018.0,2024.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-758056,European Research Project,['continuum mechanics;dynamic fragmentation;constitutive modelling;3d-printing'],"Dynamic fragmentation of metals is typically addressed within a statistical framework in which material and geometric flaws limit the energy absorption capacity of protective structures. This project is devised to challenge this idea and establish a new framework which incorporates a deterministic component within the fragmentation mechanisms. In order to check the correctness of this new theory, I will develop a comprehensive experimental, analytical and numerical methodology to address 4 canonical fragmentation problems which respond to distinct geometric and loading conditions which make easily identifiable from a mechanical standpoint. For each canonical problem, I will investigate traditionally-machined and 3D-printed specimens manufactured with 4 different engineering metals widely used in aerospace and civilian-security applications. The goal is to elucidate whether at sufficiently high strain rates there may be a transition in the fragmentation mechanisms from defects–controlled to inertia–controlled. If the new statistical-deterministic framework is proven to be valid, defects may not play the major role in the fragmentation at high strain rates. This would bring down the entry barriers that the 3D-printing technology has found in energy absorption applications, thus reducing production transportation and repairing, energetic and economic costs of protective structures without impairing their energy absorption capacity.It is anticipated that leading this cutting-edge research project will enable me to establish my own research team and help me to achieve career independence in the field of dynamic behaviour of ductile solids.",758056
act540863,"SCience, Innovation, FIrms and markets in a GLObalized World",2010.0,2011.0,MINISTERIO DE EDUCACION Y CIENCIA SEC. DE ESTADO DE UNIVERSIDADES E INVEST.,ECO2009-07871-E,Complementary National Fundings for Research Activities,,"In 2000, EU leaders committed to the objective of making Europe ‘the most dynamic and competitive knowledge-based economy in the world, capable of sustainable economic growth, with more and better jobs, greater social cohesion and respect for the environment.’ They drew up the ‘Lisbon agenda’ to achieve this goal by 2010. The central strategy was based on policies to encourage investment in knowledge. Knowledge as a public good with potential spillovers is the rationale behind intellectual property protection and subsidies for investments in innovations that will potentially lead to high spillovers. University research that creates basic knowledge is a leading example of this. But research shows that spillovers are also generated from private firms’ R&D and that firms can therefore benefit from the presence of more innovative and more productive firms. But which universities and which firms are more innovative? And how does globalization influence the answer to these questions? Finally, how can policy influence the innovation process? This project aims at answering these questions, without forgetting their implications in terms of income inequality and volatility, which impacts on the political sustainability of the innovation dynamics.To do this, the first part of the project will focus more specifically on the knowledge sector itself. This second part of the project will look at the ‘bigger picture’, looking at the overall organization of firms in the global knowledge economy, as well as its implications on markets and inequality. The third part will contain a summary and policy recommendations: while the project brings together researchers at the frontier of academic knowledge on these topics, its outcomes will be highly policy-relevant. We plan to end the project with a summary and set of policy conclusions on research and innovation in the global knowledge economy.",217436
act538509,TAHITI: Improving Therapy and intervention through imaging,2014.0,2016.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-269300,European Research Project,['therapy;intervention;medical imaging;imaging; technologies;imaging devices;cardiac therapy;cardiac surgery;therapy surgical procedures;tissue organs therapy'],"The scientific objective of the programme is to design, develop, and validate new imaging technologies to improve the performance and safety of therapeutic and interventional procedures.  Improving therapy and surgery planning will be approached using multimodal imaging strategies, lesion and dysfunctional tissue characterization, efficient segmentation and image fusion techniques. Image guided therapy and intervention improvements will be pursued by designing the integration of new imaging modalities in the surgical workflow, providing new techniques to compensate for undesired motions as well as innovative methods and instruments to integrate new intraoperative imaging devices. Follow-up and therapy outcome is a major concern and will be approached using innovative methodologies to quantitatively assess and predict recovery and prognosis after therapy or surgery. Furthermore, concrete scenarios will be considered within the frameworks of interventional cardiac therapy and surgery and soft tissue organs therapy. New workflows will be proposed incorporating the new technologies in these concrete scenarios.The objectives to add value to the ERA will be:•To develop new techniques and methodologies to assist in the development of new therapy surgical procedures. This will clearly improve the position of the European partners towards technology transfer to the healthcare technology industry.•To improve the healthcare of European citizens by providing new and safer means of therapy and surgery.•To increase the skills and knowledge of the EU partners in order to better perform clinical translational research implying new technologies.This project is a multidisciplinary initiative allowing the exchange of scientists among four research institutes with international recognition in medical imaging and biomedical engineering.",269300
act544675,EDDA: European Direct-Drive Architecture,2019.0,2022.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-870470,European Research Project,['direct-drive; power processing unit; electric propulsion; mppt; high voltage; het; hemp-t'],"The European Direct-Drive Architecture (EDDA) project aims at optimizing the power chain efficiency of a spacecraft using electric propulsion, which is at the heart of technological roadmaps for future spacecraft.The objective is to develop, build and test a demonstrator of a high voltage and high power direct-drive concept.This innovative architecture supplies directly electric thrusters by a 300V-400V Solar Array without power conversion vs 28-100V in the current state of the art. The advantages are to remove power converters, to save mass, dissipation and cost, and to improve significantly the overall efficiency and reduce the thermal dissipation. In addition, at satellite level, it corresponds to a reduction of thrust duration, saving mission time.The ability of the concept to be applied to various thrusters technologies is key to maximize the impact of the architecture. Therefore this study is based on a transversal aspect of Electric Propulsion to be demonstrated on two different Electric Thruster technologies: Hall Effect Thruster (HET) from Sitael (Italy) and High Efficiency Multistage Plasma Thruster (HEMPT) from Thales-D (Germany).EDDA demonstration is based on a thruster plasma analysis (UC3M, Spain). Cathod Reference Point electronics, HET, vacuum chamber for complete testing are provided by  Sitael. The bus voltage control loop and associated hardware are designed and manufactured by TAS-B. Coordination at satellite level is performed by TAS-F. Efficient Innovation provides effective management and associated tools. Tests will follow real operational conditions: no Sun, variation of illumination, thruster start-up and switch off, quick variation of consumption, and will demonstrate the robustness of this architecture easily adaptable to spacecraft (telecommunication satellites for Electric Orbit Raising reduction, In Orbit Servicing and Space-tugs, interplanetary carriers).",870470
act554167,TWIN4MERIT - Twinning for Excellence in Management and Economics of Research and Innovation,2023.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101079196,European Research Project,"['– research integrity and research misconduct; – econometrics, statistical methods; – economics of innovation; – research management; – open data']","The adoption of the new Pact and Governance for the European Research Area (ERA) that includes a new regime for open science endorsed by all EU27 competent ministers for R&I, the need for research integrity and a common set of principles and values to reaffirm solid foundations of R&I (ethics, freedom of scientific research, gender equality and equal opportunities), the increased free circulation of researchers, innovators and knowledge, the cultural distance of R&I consortia and the engagement of citizens in science and innovation and regional convergence in R&I capacity are areas that need rigorous attention. Also, the determinants of R&I productivity, the role and efficiency of R&I funding and both experimental approaches and theoretical economic models that can enable better understanding of the interactions of different actors in a R&I ecosystem are of utmost importance. The Twinning for Excellence in Management and Economics of Research and Innovation (TWIN4MERIT) project aims to examine these meta-research areas of critical importance by facilitating a partnership with two advanced partners in the field in order to advance all related research activities at the University of Cyprus (UCY). This vision will be realised by applying for a Horizon Europe/Twinning grant, in conjunction and under the aegis of the Research and Innovation Service of UCY and the “SInnoPSis” research unit for Science and Innovation Policy and Studies, which is part of a secured H2020/ERA Chairs project by UCY. This newly established research unit coupled with the new network of advanced partners of the TWIN4MERIT proposal, UM and UC3M, will facilitate the gradual upgrade of the research activities in the field both in Cyprus and internationally. The research excellence of the advanced partners is of multiple focus and this will act favourably for UCY in developing a series of different skills in the field and for producing novel research output in the areas of interest.",101079196
act544644,SMOOTH: GDPR Compliance Cloud Platform for Micro Enterprises,2018.0,2021.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA- 786741,European Research Project,['gdpr; compliance; practical toolkit; online handbook; natural language processing; text and data mining; artificial intelligence; transparency; online; web; app; cookies; repositories analysis'],"According to the last official available 2015 data, almost 93% of all enterprises in Europe in the non-financial business sector have less than 10 employees. These micro enterprises (MEnts) are responsible for 30% and 21% of the overall employment and value added in the EU, respectively. However, when it refers to the imminent General Data Protection Regulation (GDPR)’s application, MEnts are the most vulnerable due to their lack of expertise and resources to invest in their adoption. It is urgent to develop solutions that assist MEnts in smoothly adopting the GDPR, safeguarding the interests of the EU citizens on data privacy and security, avoiding the negative socioeconomic consequences entailed to breaches for MEnts, and, by extension, benefitting the European society. SMOOTH project addresses this challenge from two complementary focuses:1) Creating awareness on the importance of being compliant with the GDPR, as many MEnts ignore their obligations in this respect, involving as partners Data Protection Authorities and associations representing EU MEnts. For the same purpose, SMOOTH will deliver a practical GDPR interactive handbook (website and mobile app) tailored specifically to MEnts. 2) Assisting MEnts to effectively adopt and comply with the GDPR. The SMOOTH cloud platform will use machine learning, text and data mining, and advance online auditing methods to automatically create a bespoke GDPR compliance report for the most critical aspects to MEnts. Likewise, SMOOTH will provide useful materials for solving those identified aspects of the GDPR that are not properly covered.  All this will positively contribute to citizens rights, while avoiding potential fines for the MEnts that may account for as much as 4% of the annual income, according to the GDPR. SMOOTH is born from technology partners and data protection authorities and will be designed and validated by actual MEnts with the aim of becoming the reference tool platform for them to adopt the GDPR.",786741
act544501,MONARCH: Multi-Robot Cognitive Systems Operating in Hospitals,2013.0,2016.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-ICT-601033,European Research Project,['social robotics; cognitive robotics; mixed human-robot societies; human-robot interaction; networked robot systems; decision making under uncertainty; cooperative perception'],"MOnarCH targets (i) the development of a novel framework to model mixed human-robot societies, and (ii) its demonstration using a network of heterogeneous robots and sensors, in the pediatric area of an oncological hospital. It will handle uncertainties introduced by people and robots, generate natural interactions, and engage in edutainment activities.The expected outcomes are (i) an operational system able to interact with people in a natural way, (ii) novel results on key properties of networked robot systems, and (iii) guidelines to translate the system to applications in hospital environments, and further scenarios sharing similarities with them, e.g., kindergarten, and personal assistance to elderly at home.Innovation is expected mainly in (i) the modeling and analysis of the dynamics of social organizations, and social individuals, (ii) the mapping between such models and implementable systems, (iii) the integration between models related to social and asocial behaviors, (iv) the introduction of creative methods of interaction between people and robots, based on models of the dynamics of social organizations and individuals, and (v) the adaptation of robots to individuals and groups of people. This framework will map concepts in social sciences into social skills, group behaviors, and human-robot interaction, using learning methodologies and decision-theoretic principles.Functional tests will be executed using the networked robotics environment at IST and other partners. Technologies such as a network of fixed cameras, RFID tags, teleoperation devices, voice generation, both isolated and combined as augmented reality interfaces, will be used. Specific tests will be carried out in a real hospital, at IPOL.The Consortium is formed by research institutions, SMEs, and one hospital, and has the competences to (i) ensure that the deployed system fully complies with the hospital requirements, and (iii) enable the transition to market of the obtained solutions.",601033
act539508,"Integrated, Fail-Operational, Cognitive Perception, Planning and Control Systems for Highly Automated Vehicles",2019.0,2022.0,AGENCIA ESTATAL DE INVESTIGACION (AEI),PCI2019-103793,National Research Project,['automation and control systems; electrical and electronic engineering; systems engineering; sensorics; actorics; automation'],"NewControl will develop virtualized platforms for vehicular subsystems that are essential to highly automated driving (realizing functions such as perception, cognition and control), so as to enable mobility-as-a-service for next generation highly automated vehicles. Its overarching goal is to provide an industrially calibrated trajectory towards increased user-acceptance of automated control functions, through an approach that is centered on the premise of safety by design. Newcontrol will deliver:1.             Fail-operational platform for robust holistic perception through a combination of Lidar, Radar, and sensor fusion2.             Generalized virtual platform for stable and efficient control of propulsion systems3.             Cost- and power-efficient, high-performance embedded compute-platforms for in-vehicle perception, cognition, and control4.             Robust approaches for implementing, verifying, and certifying automated control for safety-critical applicationsSeveral (12) demonstrators will be built to showcase the project’s findings and their capability to facilitate perception, cognition and control of next generation highly automated vehicles.The developments in NewControl will facilitate significant cost reductions for essential modules necessary for future automated vehicles. Concomitantly, these developments will improve the safety and reliability of automated systems to levels necessary for mass-market deployment. These innovations will leverage the expertise of industrial (OEMs, Tier-1, Tier-2 and technology providers) and research partners along the complete semiconductor, automotive, and aviation value chains, providing Europe with a competitive edge in a growing market. Importantly, NewControl's innovations will improve the market penetration of safety-centric automation systems, contributing directly to the European goal of zero road fatalities by 2050.",826653
act542771,iPHOS: Integrated photonic transceivers at sub-terahertz wave range for ultra-wideband wireless communications,2010.0,2011.0,MINISTERIO DE CIENCIA E INNOVACION,TEC2010-08883-E,Complementary National Fundings for Research Activities,,"This project targets the development of compact and low power transceivers that enable wireless data transfer at sub-terahertz carrier frequencies and their application to future high data-rate short-distance communication links. The interest of the topic relies in the fact that advances in semiconductor technology, favourable spectrum policy and demand for gigabit throughput capabilities have created an opportunity for millimetre wave radio technology above 100GHz. The iPHOS research plan aims to address what has been identified as the ""Achilles heel"" of systems operating in this frequency range: the lack of reliable, compact low cost sources which can give rise to commercially successful products.We propose optical techniques to generate the carrier wave, enabling us to integrate a high level of functionality such as tunability of the carrier wave and modulation to superimpose data. The carrier frequency will result from beating two optical modes from dual mode laser on a high speed photodiode with an integrated antenna. The technical challenge that iPHOS is going to address is the integration of all of these elements on a single chip, including dual-wavelength sources, passive waveguide for optical couplers and connecting waveguides, electro-optical modulators for data encoding and high speed photodiode for electro-optical conversion. This challenge will require a strong effort on chip integration. In addition, advanced packaging technology will contribute to the goal of providing a compact and rugged system.The first application field targeted by iPHOS are future on-board flight entertainment systems, effort led by partner THALES. Nevertheless iPHOS impact strategy includes channeling the designs and devices obtained through licensing design libraries within the European manufacturing platforms of JePPIX and ePIXpack, opening up the possibility for other companies and consortiums to incorporate the mm-wave sources in other fields of applications.",257539
act546168,TSAR: Testability-driven Security And pRivacy testing for Web Applications (conv. H2020-SU-DS-2018-2019-2020),2021.0,2024.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101019206,European Research Project,"['security testing, software testability, web application security, static analysis, dynamic; software analysis, privacy']","""TESTABLE addresses the grand challenge of building and maintaining modern web-based and AI-powered application software secure and privacy-friendly. TESTABLE intends to lay the foundations for a new integration of security and privacy into the software development lifecycle (SDLC), by proposing a novel combination of two metrics to quantify the security and privacy risks of a program, i.e., the code testability and vulnerable behavior indicators. Based on the novel concept of """"testability patterns,"""" TESTABLE will empower the SDLC actors (e.g., software/AI developers, managers, testers, and auditors) to reduce the risk by building better security and privacy testing techniques for classical and AI-powered web applications, and removing or mitigating the impact of the patterns causing the high-risk levels.To achieve these goals, TESTABLE will develop new algorithms, techniques, and tools to analyze, test, and study web-based application software. First, TESTABLE will deliver algorithms and techniques to calculate the risk levels of the web application's code. Second, TESTABLE will provide new testing techniques to improve software testability. It will do so with novel static and dynamic program analysis techniques by tackling the shortcomings of existing approaches to detect complex and hard-to-detect web vulnerabilities, and combining ideas from the security testing and adversarial machine learning fields. TESTABLE will also pioneer the creation of a new generation of techniques tailored to test and study privacy problems in web applications. Finally, TESTABLE will deliver novel techniques to assist software/AI developers, managers, testers, and auditors to remove or mitigate the patterns associated with the high risk. TESTABLE relies on a long-standing team of nine European partners with strong expertise in security testing, privacy testing, machine learning security, and program analysis, and who strive for excellence with a proven strong track record and impact in the security communities.""",101019206
act544478,STAMAS: SMAs in Space. Artificial Muscles and other robotic applications,2013.0,2015.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-SPACE-2012-312815,European Research Project,,"In the context of European Space Policy and its requirements regarding achieving solid technological basis and industry competitiveness, SMEs play an integral role in the research and development of new technology. To prepare for the long-term expeditions of space programmes, some critical factors should be taken into account before the launching: ensuring that astronauts are mentally and physically prepared for the missions’ demands, and maintaining them in good health during and after the mission. Unfortunately, the space environment continues to have a negative effect on the astronauts’ health. Therefore, the STAMAS consortium has identified the need for developing a new type of astronauts’ suit, a “smart-suit”, which will mitigate the pernicious effects of weightlessness and motor inactivity. The project will utilise existing terrestrial experience in Shape Memory Alloys (SMA)/Electroactive Polymer (EAP) technology, and built upon this knowledge to develop an effective solution for usage in space. This adaptation will include substituting conventional hydraulic actuators for those based on biometric sensors, and control features. The overall objective is to analyse the suitability and to bring experience on the SMA and EAP based actuation technologies addressing terrestrial applications, to research in new concepts of artificial muscles for biofeedback astronauts’ suits, as an alternative to current technologies. To effectively adapt the current technology to on-board space requirements, and to make the electromechanical actuators of the developed artificial muscles for biofeedback suits more efficient, safer, smaller, and lighter, the consortium will take full advantage of smart technology. Finally, the Consortium, led by ARQUIMEA, is a balanced group of SMEs and Research Institutions that will develop validated devices to have strong impact on the space industry, facilitate high-risk/high-impact research and innovation, and contribute to new research alliances",312815
act544433,FLAVIA: Flexible Architecture for Virtuable wireless future Internet Access,2010.0,2013.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-ICT-257263,European Research Project,['future wireless internet; link layer interface; wireless networks'],"Wireless networks importance for the Future Internet is raising at a fast pace as mobile devices increasingly become its entry point. However, today's wireless networks are unable to rapidly adapt to evolving contexts and service needs due to their rigid architectural design.We believe that the wireless Internet's inability to keep up with innovation directly stems from its reliance on the traditional layer-based Internet abstraction. Especially, the Link Layer interface appears way too abstracted from the actual wireless access and coordination needs. FLAVIA fosters a paradigm shift towards the Future Wireless Internet: from pre-designed link services to programmable link processors. The key concept is to expose flexible programmable interfaces enabling service customization and performance optimization through software-based exploitation of low-level operations and control primitives, e.g., transmission timing, frame customization and processing, spectrum and channel management, power control, etc.FLAVIA's approach is based on three main pillars: i) lower the interface between hardware-dependent layers and upper layers, ii) apply a hierarchical decomposition of the MAC/PHY layer functionalities, and iii) open programmable interfaces at different abstraction levels. To prove the viability of this new architectural vision, FLAVIA will prototype its concept on two wireless technologies currently available, 802.11 and 802.16, representing today's two main radio resource allocation philosophies: contention-based and scheduled. Moreover, FLAVIA will assess the applicability of the proposed architecture concepts to the emerging 3GPP standards.FLAVIA's concept will allow boosting innovation and reducing the cost of network upgrades. Operators, manufacturers, network designers, emerging third-party solution developers, and even spontaneous end users, will be able to easily and rapidly optimize and upgrade the wireless network operation, quickly prototype and test their new protocols, and adapt the wireless access operation to emerging scenarios or service needs.",257263
